,id,sentiment,sentence,ticker,call_title,speaker,call_section,call_datetime,call_date,call_time
1526,3939,, Okay.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Ned Segal,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
1527,2588,,"It's been about Brexit transition has been a long and difficult, but from our perspective, where it's really come to light where you can feel it.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Marty Flanagan,answer,2019-10-23 09:00:00,2019-10-23,09:00:00
1528,2387,, Thank you.,IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Operator,operator_instruction,2019-10-23 09:00:00,2019-10-23,09:00:00
1529,602,,And you'll see all this at our – all this amazing innovation and all this amazing customer success at Dreamforce which this year will be November 19th in San Francisco.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Marc Benioff,presentation,2019-08-22 17:00:00,2019-08-22,17:00:00
1530,1702,," Just to start on maybe some of the cash flow dynamics you mentioned, the CapEx lowered this year.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Joseph Spak,question,2019-10-29 10:00:00,2019-10-29,10:00:00
1531,2857,,"And then the longer term is an industry that we all know to be extremely large, but it takes time because it’s life-critical, and it has to do with transportation.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
1532,2755,,It’s pretty clear now the future of gaming will include ray tracing.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
1533,4431,,"We've demonstrated that we now are starting to understand how to do that and that is definitely, to Kevin's point, one of the unlocks for the company going forward.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Patrik Frisk,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
1534,3286,,Thanks.,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",David Tarantino,question,2019-10-30 16:30:00,2019-10-30,16:30:00
1535,4607,,And I stared at this thing all weekend.,UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Kevin Plank,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
1536,2088,,I think there are few important takeaways from this chart.,IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Loren Starr,presentation,2019-10-23 09:00:00,2019-10-23,09:00:00
1537,4727,,"Good morning, everyone, and thanks for joining us for today's discussion of our third quarter results.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Allen Parker,presentation,2019-10-15 11:00:00,2019-10-15,11:00:00
1538,3232,,"Globally, we are expecting comp sales growth of 3% to 4% in fiscal 2020 fueled by our two lead growth markets: the U.S. at 3% at 4% and China at 1% to 3%.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
1539,3207,,"On to Channel Development, revenue declined 6% in Q4.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
1540,3095,,"As part of my ongoing visits to Starbucks stores around the world, I'm joining today's call from Tokyo.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Kevin Johnson,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
1541,548,,I am in Geneva at the World Economic Forum headquarters where I'm attending our annual Board of Trustees meeting and also our international business committee of our top 200 CEOs in the world.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Marc Benioff,presentation,2019-08-22 17:00:00,2019-08-22,17:00:00
1542,2756,,The number of software developers that create – with creative tools that adopted RTX is really quite spectacular.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
1543,2964,,And we didn’t we shipped SUPER later in the quarter.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
1544,4319,,"And so, building product for them that will help them train, compete and recover in is going to really be our difference, I think.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Kevin Plank,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
1545,3558,,So Roz?,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Kevin Johnson,answer,2019-10-30 16:30:00,2019-10-30,16:30:00
1546,4574,,Thank you so much.,UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Jay Sole,question,2019-11-04 08:30:00,2019-11-04,08:30:00
1547,2060,," Thank you very much, and thank you, everybody, for joining us.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Marty Flanagan,presentation,2019-10-23 09:00:00,2019-10-23,09:00:00
1548,4006,,Your line is open.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Operator,operator_instruction,2019-10-24 08:00:00,2019-10-24,08:00:00
1549,3739,,Your line is open.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Operator,operator_instruction,2019-10-24 08:00:00,2019-10-24,08:00:00
1550,4984,,I agree that but while we do have some special things on the asset or the liability side.,WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John Shrewsberry,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
1551,3193,,"The Nitro Cold Brew platform, which reached full penetration of our company-operated stores by the end of Q4, and was supported by national advertising for the first time in August continued to be well received drawing more occasional customers and slightly favoring the afternoon daypart.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
1552,4216,,"So, a lot of different factors going into that.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",David Bergman,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
1553,2543,,"And what we're seeing clients do where if you go back two and three and four years, it was more of what product does a client want and what do we have doesn't match off much more.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Greg McGreevey,answer,2019-10-23 09:00:00,2019-10-23,09:00:00
1554,464,," Yes, of course.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
1555,3197,,"These increases in expense more than offset meaningful contributions from sales leverage and cost savings initiatives, notably supply chain efficiencies.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
1556,2597,,And that is also something that we'll need to be on the Intelliflo from also that trend will pick up there in our mind.,IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Marty Flanagan,answer,2019-10-23 09:00:00,2019-10-23,09:00:00
1557,725,, Well thanks so much for that question.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Marc Benioff,answer,2019-08-22 17:00:00,2019-08-22,17:00:00
1558,4733,,It's been an honor for me to serve as our Interim CEO and President over the last six months.,WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Allen Parker,presentation,2019-10-15 11:00:00,2019-10-15,11:00:00
1559,2975,,"The reason why x86s and CPUs are so popular is because they solve the great challenge of software developers: how to program a computer and how to program a computer and how to compile for that computer is a paramount concern to computer science, and it’s an area of tremendous research.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
1560,940,, Thank you.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Operator,operator_instruction,2019-08-22 17:00:00,2019-08-22,17:00:00
1561,395,,"But listen, the team’s been doing a lot of great work and we think that we’ll see more savings in 2020.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Jack Hartung,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
1562,231,, The next question will be from David Palmer of Evercore.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Operator,operator_instruction,2019-10-22 16:30:00,2019-10-22,16:30:00
1563,4933,, Sure.,WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John Shrewsberry,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
1564,2764,,"And yet, we know that gamers are – like the rest of us, they like thin and light notebooks, but they like it to be able to run powerful games.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
1565,3057,, I’ll now turn the call back over to Jensen for any closing remarks.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Operator,operator_instruction,2019-08-15 17:30:00,2019-08-15,17:30:00
1566,1650,,"Net of these turning items, the EPS during the quarter was lowered by approximately $0.52, and the adjusted automotive free cash flow was lower by approximately $400 million due to the strike.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Dhivya Suryadevara,presentation,2019-10-29 10:00:00,2019-10-29,10:00:00
1567,3313,,How many stores have them?,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Katherine Fogertey,question,2019-10-30 16:30:00,2019-10-30,16:30:00
1568,1143,,Contractual services were down and upgrades were down in large part due to deal closures timing.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Jamie Miller,presentation,2019-10-30 08:00:00,2019-10-30,08:00:00
1569,1035,,Moving to slide three.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Larry Culp,presentation,2019-10-30 08:00:00,2019-10-30,08:00:00
1570,2954,,"I guess the first one is Jensen, if you have any, I guess, high-level qualitative commentary on how the new SUPER upgrades of your Turing platform have been received in the market and how you might think about them progressing through the year.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Matt Ramsay,question,2019-08-15 17:30:00,2019-08-15,17:30:00
1571,1837,,"So, both of those plans are perfectly on track.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Mary Barra,answer,2019-10-29 10:00:00,2019-10-29,10:00:00
1572,1620,,"In South America, we continue to take steps to improve the business and protect our strong franchise while navigating FX and other macro challenges.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Mary Barra,presentation,2019-10-29 10:00:00,2019-10-29,10:00:00
1573,3587,,"We'll see that modest improvement in Q2 and Q3, and then we will see a very robust margin improvement in the fourth quarter.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,answer,2019-10-30 16:30:00,2019-10-30,16:30:00
1574,5099,,"So I feel like hate to beat a dead horse with the NII, but I feel like either I'm taking the guidance to literally or missing something, but the outlook is still for NII to decline 6% on the reported basis and I guess $1.8 billion decline versus the first-half, it seems to suggest that the fourth quarter NII is roughly about $11 billion and even if you do a little bit better than that, it still implies in a pretty substantial declines in NII in NIM degradation, the fourth quarter versus the third quarter and everything a lot of what you said John, in terms of less incremental headwind from premium, deposit costs maybe starting to peak out and even reduce a little bit or fall a little bit next quarter.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Saul Martinez,question,2019-10-15 11:00:00,2019-10-15,11:00:00
1575,2947,,We do expect the rest of our platforms to likely also grow.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Colette Kress,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
1576,4925,,But even if they're not rising there's still leverage working against us in a declining rate environment.,WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John Shrewsberry,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
1577,1907,," Yes, yes, I think we -- given I said more broadly is that we really believe the inclinatory elements of the contracts or the economics that we can offset with productivity and there is plans well established.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Mary Barra,answer,2019-10-29 10:00:00,2019-10-29,10:00:00
1578,4272,," Thank you, Jonathan.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Patrik Frisk,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
1579,4872,,I'm optimistic that our continued efforts to transform Wells Fargo and the fundamental strengths of our franchise will continue to position us well for success.,WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John Shrewsberry,presentation,2019-10-15 11:00:00,2019-10-15,11:00:00
1580,773,,We're certainly going to be talking about that in February when we give out our operating margin targets.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Mark Hawkins,answer,2019-08-22 17:00:00,2019-08-22,17:00:00
1581,4932,," Okay, and guys, one more follow-up on the expenses.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John McDonald,question,2019-10-15 11:00:00,2019-10-15,11:00:00
1582,2064,,"So now only four months post the close of the acquisition of Oppenheimer made tremendous progress, bringing the two organizations together, and you can see by this quarter it's generating meaningful results already.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Marty Flanagan,presentation,2019-10-23 09:00:00,2019-10-23,09:00:00
1583,4219,,We're in third quarter out of a 20-quarter plan.,UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Patrik Frisk,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
1584,2461,,Your line is open.,IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Operator,operator_instruction,2019-10-23 09:00:00,2019-10-23,09:00:00
1585,2820,," Great, so let me start first with your question, Vivek, regarding gross margins.",NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Colette Kress,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
1586,3384,,Or is it just food or other things that are going on?,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Sara Senatore,question,2019-10-30 16:30:00,2019-10-30,16:30:00
1587,201,,"So right now the comps are producing, I would imagine it’s not doing much yet with that data.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Nicole Miller,question,2019-10-22 16:30:00,2019-10-22,16:30:00
1588,4082,,"From a brand and storytelling perspective, where seamless physical and digital connectivity is table stakes for our consumer engagement, we have been working diligently to better activate our assets to drive the highest returns.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Kevin Plank,presentation,2019-11-04 08:30:00,2019-11-04,08:30:00
1589,5044,,"And perhaps most important, we're trying to determine whether we ought to make any changes at all with regard to the way that we've been conducting ourselves in that arena.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Allen Parker,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
1590,1476,,If and when we do something we'll have that discussion internally before we have it publicly.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Larry Culp,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
1591,2984,,And I think it’s just time will tell whether one programming approach could fit 7 different types of processors when no time in history has it ever happened.,NVDA,"NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET",Jen-Hsun Huang,answer,2019-08-15 17:30:00,2019-08-15,17:30:00
1592,3468,,So we up-leveled that December.,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",John Culver,answer,2019-10-30 16:30:00,2019-10-30,16:30:00
1593,2027,,So from a communication standpoint we’re certainly be clear about that and beyond that you’re right we don’t want to take much more about magnitude of that until February.,GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Dhivya Suryadevara,answer,2019-10-29 10:00:00,2019-10-29,10:00:00
1594,416,, Thank you.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Andy Barish,question,2019-10-22 16:30:00,2019-10-22,16:30:00
1595,3202,,"New store development continues to be our number one driver of growth in China and I'm pleased to say that, our pace of development in Q4 set a new record as we opened 201 net new stores growing store count by 17% versus the prior year.",SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
1596,5018,," Hi, David.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John Shrewsberry,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
1597,5002,,"You heard me mentioned that we're at about 40% refis right now in our own production, and our pipeline is this big coming out of the third quarter as it was going in.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",John Shrewsberry,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
1598,1642,,"I have asked the GM team to find every offset, now that production has resumed and I'm confident they will find many opportunities.",GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Mary Barra,presentation,2019-10-29 10:00:00,2019-10-29,10:00:00
1599,2011,, And then if we could talk about the without giving numbers like when we think about the reversal at some time in the first half.,GM,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",Chris McNally,question,2019-10-29 10:00:00,2019-10-29,10:00:00
1600,3901,,And then more tweets around the Bitcoin topic will appear in your timeline and you can go to your DASH and unfollow that topic at any point.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Ned Segal,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
1601,3710,,"Still painful, but no longer existential as it was in our past.",TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Jack Dorsey,presentation,2019-10-24 08:00:00,2019-10-24,08:00:00
1602,1520,,A lot of this is going to depend on exactly how the reentry into service works.,GE,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",Jamie Miller,answer,2019-10-30 08:00:00,2019-10-30,08:00:00
1603,338,,"We’re trying to get as many end-caps with Chipotlanes as possible, that’s why we’ve been able to pretty quickly pivot so that we can have more than half of our portfolio.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Jack Hartung,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
1604,260,,"David, I got your question.",CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
1605,3275,,Operator?,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Pat Grismer,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
1606,719,,Congrats on a superb quarter.,CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Mark Murphy,question,2019-08-22 17:00:00,2019-08-22,17:00:00
1607,2227,,And really there's just so much that's outside of our control in terms of the mix of products not to mention currency in markets.,IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Loren Starr,answer,2019-10-23 09:00:00,2019-10-23,09:00:00
1608,568,,"IDC forecast global spending on digital transformation to reach $1.18 trillion in 2019, that's an increase of nearly 18% over last year, truly quite amazing.",CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Marc Benioff,presentation,2019-08-22 17:00:00,2019-08-22,17:00:00
1609,4993,,"And then just specifically like as we think about, you know, exiting fourth quarter at net interest income, you're obviously going to be caring or absorbing higher than normal bond premium amortization.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Matt O'Connor,question,2019-10-15 11:00:00,2019-10-15,11:00:00
1610,4911,,"We -- recall that we are in a flatter curve environment, and so the carry for holding treasuries is a hedge to the MSR.",WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Allen Parker,answer,2019-10-15 11:00:00,2019-10-15,11:00:00
1611,376,,So I’m really excited about what the pipeline looks like and very delighted really about carne asada going through this whole process and then everybody executing with excellence.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
1612,3740,, Thanks for taking the questions.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Douglas Anmuth,question,2019-10-24 08:00:00,2019-10-24,08:00:00
1613,5005,, Okay.,WFC,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",Matt O'Connor,question,2019-10-15 11:00:00,2019-10-15,11:00:00
1614,2263,,"It's really a both small percentage of funds, and if even smaller percentage of assets.",IVZ,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",Greg McGreevey,answer,2019-10-23 09:00:00,2019-10-23,09:00:00
1615,605,,"Dreamforce is an expression of our core values, our commitment to giving back which have been the key to our success to the business over the last two decades.",CRM,"Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET",Marc Benioff,presentation,2019-08-22 17:00:00,2019-08-22,17:00:00
1616,3972,,"So, couple of things there.",TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Ned Segal,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
1617,3111,,Now let me highlight some of the key initiatives and investments that drove our strong growth in fiscal 2019.,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Kevin Johnson,presentation,2019-10-30 16:30:00,2019-10-30,16:30:00
1618,4016,,"So continuing to make the case to advertisers, we're in $125 to $130 billion digital ads market that grows 20% a year, that they should launch more new products and services and invest more against those launches on Twitter that they should do more to connect with what's happening on Twitter.",TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Jack Dorsey,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
1619,3496,, Your next question comes from the line of John Ivankoe with JPMorgan.,SBUX,"Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET",Operator,operator_instruction,2019-10-30 16:30:00,2019-10-30,16:30:00
1620,302,, Okay.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Brian Niccol,answer,2019-10-22 16:30:00,2019-10-22,16:30:00
1621,4023,,But that's not an area that we have prioritized improvements around in the recent past.,TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Jack Dorsey,answer,2019-10-24 08:00:00,2019-10-24,08:00:00
1622,4426,,And it's a really important one in footwear.,UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Patrik Frisk,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
1623,232,,Please go ahead.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Operator,operator_instruction,2019-10-22 16:30:00,2019-10-22,16:30:00
1624,4029,," Thank you, operator.",TWTR,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",Krista Bessinger,presentation,2019-10-24 08:00:00,2019-10-24,08:00:00
1625,4604,,"But as I said, there's three places where I think I'm going to have the best impact and it's not going to be from sort of the, I don't know, how do you say, HR and legal and some of those things, with the ability for me to really focus on the elevating product, amplifying our story, really empowering our team and really simplifying my job description to that of just obsessing on product.",UAA,"Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET",Kevin Plank,answer,2019-11-04 08:30:00,2019-11-04,08:30:00
1626,362,,And then I have one follow-up.,CMG,"Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET",Jeffrey Bernstein,question,2019-10-22 16:30:00,2019-10-22,16:30:00
