|id|Sentiment|sentence|ticker|call_title|speaker|call_section
1489|279|4.0|And then we’ve got other indications where when we’ve added additional access like the Chipotlane, you get well beyond 20%.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
1490|2888|2.0|And it makes it really hard for these services to be deployed quite broadly and used for all kinds of different applications.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
1491|1942|3.0|So first of all, does this current agreement have any limitations on specifying limitations on what you can build for EVs?|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dan Levy|question
1492|657|3.0| Well, thanks, Keith.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Hawkins|presentation
1493|1438|2.0|That'll take a little bit of time, I think, to put us on better competitive footing in country as well.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
1494|4253|1.0|And then, I think it's been three years of decline in top line for that business.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Jonathan Komp|question
1495|4053|3.0|These uncertainties are detailed in this morning's press release and documents filed regularly with the SEC, all of which can be found on our website at about.underarmour.com.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Lance Allega|presentation
1496|4134|3.0|So, moving forward, this change won't impact the year-over-year comparisons.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Patrik Frisk|presentation
1497|4070|4.0|And just like the athletes we serve, this journey is about getting better – better for our teammate, consumers, customers, and our shareholders.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|presentation
1498|4907|4.0|And overall, given the moving parts that you see, should we expect mortgage revenues to be at or above what we saw this quarter, particularly if we don't get the same sort of MSR noise?|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Scott Siefers|question
1499|4664|3.0|As Patrik likes to say, the plan is still the plan.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|answer
1500|3664|3.0|Because the letter has a lot of detail, we’ll keep our opening remarks brief and then dive right into your questions.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Krista Bessinger|presentation
1501|389|3.0| Great.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|John Ivankoe|question
1502|101|3.0|Underlying G&A with a little lower than expected as we continue to finish rounding out our organizational structure.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Jack Hartung|presentation
1503|3928|3.0|That’s a great example of something we can do that doesn't require selling one more ad but can help everybody and certainly would improve ad engagements and all the associated metrics.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
1504|2685|4.0|This is a direct result of the productive programming environment and flexibility of CUDA.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|presentation
1505|2451|3.0|Just one last clarification I probably did, I think you covered before on that $10 billion mandate that you expect to find in the first half of the year.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Bill Katz|question
1506|4235|3.0|It's a combination of both.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Patrik Frisk|answer
1507|938|4.0|You're seeing the draw of this platform and you're seeing how empowering it is for – I think anyone in the world can become a Salesforce developer.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Bret Taylor|answer
1508|2287|3.0|We've been spending a lot of time post the merger between investments marketing and distribution.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Greg McGreevey|answer
1509|4210|3.0|There is not one that's really driving larger than the other relative to the updated guidance in Q4.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Bergman|answer
1510|3414|4.0|And one of the drivers of that is the growth in our delivery sales mix.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|answer
1511|6|3.0| Hello, everyone, and welcome to our third quarter 2019 earnings call.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Ashish Kohli|presentation
1512|1063|3.0|And while their impact is not yet visible to investors, I'm optimistic that it will be over time.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|presentation
1513|2007|3.0|Can you just confirm that it was all working capital and there's not any other sort of one time drivers for the cash flow because we're trying to think about the reversal next year?|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Chris McNally|question
1514|2076|3.0|These outflows were offset by positive flows in China, EMEA, ex-U.K. business and ETFs.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|presentation
1515|482|4.0|And the good news is Chris and the marketing team, they've got a strong plan to finish the year that goes well beyond just products.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
1516|1103|3.0|I'll cover this in more detail with GE Capital later Excluding these items, adjusted earnings per share was $0.15 in the third quarter.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
1517|224|4.0|But again, the team there is making great progress as well.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
1518|959|4.0|You saw the growth in field service which we are really proud of.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Bret Taylor|answer
1519|2320|3.0| Good question.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Greg McGreevey|answer
1520|1227|4.0|At Aviation and Healthcare, we see continued strength in both franchises, yet we're intensely focused on running them even better.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|presentation
1521|436|2.0|I guess what's going to I guess prevent you from making that shift at some point?|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Gregory Frankfurt|question
1522|1961|3.0| I was hoping you can provide a little bit more color on your underlying performance this year excluding the strike to the extent that's possible?|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Emmanuel Rosner|question
1523|4688|3.0|We don't actually quantify that.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Bergman|answer
1524|4395|3.0| Hey.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Edward Yruma|question
1525|1043|4.0|Second, we're running our businesses better, with an eye toward unlocking the value that clearly exists in GE's portfolio.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|presentation
1526|3939|3.0| Okay.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
1527|2588|2.0|It's been about Brexit transition has been a long and difficult, but from our perspective, where it's really come to light where you can feel it.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
1528|2387|3.0| Thank you.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Operator|operator_instruction
1529|602|4.0|And you'll see all this at our – all this amazing innovation and all this amazing customer success at Dreamforce which this year will be November 19th in San Francisco.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|presentation
1530|1702|3.0| Just to start on maybe some of the cash flow dynamics you mentioned, the CapEx lowered this year.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Joseph Spak|question
1531|2857|3.0|And then the longer term is an industry that we all know to be extremely large, but it takes time because it’s life-critical, and it has to do with transportation.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
1532|2755|3.0|It’s pretty clear now the future of gaming will include ray tracing.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
1533|4431|3.0|We've demonstrated that we now are starting to understand how to do that and that is definitely, to Kevin's point, one of the unlocks for the company going forward.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Patrik Frisk|answer
1534|3286|3.0|Thanks.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|David Tarantino|question
1535|4607|3.0|And I stared at this thing all weekend.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|answer
1536|2088|3.0|I think there are few important takeaways from this chart.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|presentation
1537|4727|3.0|Good morning, everyone, and thanks for joining us for today's discussion of our third quarter results.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Allen Parker|presentation
1538|3232|4.0|Globally, we are expecting comp sales growth of 3% to 4% in fiscal 2020 fueled by our two lead growth markets: the U.S. at 3% at 4% and China at 1% to 3%.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
1539|3207|2.0|On to Channel Development, revenue declined 6% in Q4.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
1540|3095|3.0|As part of my ongoing visits to Starbucks stores around the world, I'm joining today's call from Tokyo.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Kevin Johnson|presentation
1541|548|3.0|I am in Geneva at the World Economic Forum headquarters where I'm attending our annual Board of Trustees meeting and also our international business committee of our top 200 CEOs in the world.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|presentation
1542|2756|4.0|The number of software developers that create – with creative tools that adopted RTX is really quite spectacular.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
1543|2964|3.0|And we didn’t we shipped SUPER later in the quarter.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
1544|4319|4.0|And so, building product for them that will help them train, compete and recover in is going to really be our difference, I think.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|answer
1545|3558|3.0|So Roz?|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Kevin Johnson|answer
1546|4574|3.0|Thank you so much.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Jay Sole|question
1547|2060|3.0| Thank you very much, and thank you, everybody, for joining us.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|presentation
1548|4006|3.0|Your line is open.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Operator|operator_instruction
1549|3739|3.0|Your line is open.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Operator|operator_instruction
1550|4984|3.0|I agree that but while we do have some special things on the asset or the liability side.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|answer
1551|3193|3.0|The Nitro Cold Brew platform, which reached full penetration of our company-operated stores by the end of Q4, and was supported by national advertising for the first time in August continued to be well received drawing more occasional customers and slightly favoring the afternoon daypart.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
1552|4216|3.0|So, a lot of different factors going into that.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|David Bergman|answer
1553|2543|3.0|And what we're seeing clients do where if you go back two and three and four years, it was more of what product does a client want and what do we have doesn't match off much more.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Greg McGreevey|answer
1554|464|3.0| Yes, of course.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
1555|3197|2.0|These increases in expense more than offset meaningful contributions from sales leverage and cost savings initiatives, notably supply chain efficiencies.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
1556|2597|3.0|And that is also something that we'll need to be on the Intelliflo from also that trend will pick up there in our mind.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|answer
1557|725|3.0| Well thanks so much for that question.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|answer
1558|4733|3.0|It's been an honor for me to serve as our Interim CEO and President over the last six months.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Allen Parker|presentation
1559|2975|3.0|The reason why x86s and CPUs are so popular is because they solve the great challenge of software developers: how to program a computer and how to program a computer and how to compile for that computer is a paramount concern to computer science, and it’s an area of tremendous research.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
1560|940|3.0| Thank you.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Operator|operator_instruction
1561|395|4.0|But listen, the team’s been doing a lot of great work and we think that we’ll see more savings in 2020.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Jack Hartung|answer
1562|231|3.0| The next question will be from David Palmer of Evercore.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Operator|operator_instruction
1563|4933|3.0| Sure.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|answer
1564|2764|3.0|And yet, we know that gamers are – like the rest of us, they like thin and light notebooks, but they like it to be able to run powerful games.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
1565|3057|3.0| I’ll now turn the call back over to Jensen for any closing remarks.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Operator|operator_instruction
1566|1650|1.0|Net of these turning items, the EPS during the quarter was lowered by approximately $0.52, and the adjusted automotive free cash flow was lower by approximately $400 million due to the strike.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dhivya Suryadevara|presentation
1567|3313|3.0|How many stores have them?|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Katherine Fogertey|question
1568|1143|3.0|Contractual services were down and upgrades were down in large part due to deal closures timing.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|presentation
1569|1035|3.0|Moving to slide three.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|presentation
1570|2954|3.0|I guess the first one is Jensen, if you have any, I guess, high-level qualitative commentary on how the new SUPER upgrades of your Turing platform have been received in the market and how you might think about them progressing through the year.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Matt Ramsay|question
1571|1837|3.0|So, both of those plans are perfectly on track.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|answer
1572|1620|4.0|In South America, we continue to take steps to improve the business and protect our strong franchise while navigating FX and other macro challenges.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|presentation
1573|3587|4.0|We'll see that modest improvement in Q2 and Q3, and then we will see a very robust margin improvement in the fourth quarter.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|answer
1574|5099|1.0|So I feel like hate to beat a dead horse with the NII, but I feel like either I'm taking the guidance to literally or missing something, but the outlook is still for NII to decline 6% on the reported basis and I guess $1.8 billion decline versus the first-half, it seems to suggest that the fourth quarter NII is roughly about $11 billion and even if you do a little bit better than that, it still implies in a pretty substantial declines in NII in NIM degradation, the fourth quarter versus the third quarter and everything a lot of what you said John, in terms of less incremental headwind from premium, deposit costs maybe starting to peak out and even reduce a little bit or fall a little bit next quarter.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Saul Martinez|question
1575|2947|4.0|We do expect the rest of our platforms to likely also grow.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|answer
1576|4925|2.0|But even if they're not rising there's still leverage working against us in a declining rate environment.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|answer
1577|1907|3.0| Yes, yes, I think we -- given I said more broadly is that we really believe the inclinatory elements of the contracts or the economics that we can offset with productivity and there is plans well established.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|answer
1578|4272|3.0| Thank you, Jonathan.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Patrik Frisk|answer
1579|4872|4.0|I'm optimistic that our continued efforts to transform Wells Fargo and the fundamental strengths of our franchise will continue to position us well for success.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|presentation
1580|773|3.0|We're certainly going to be talking about that in February when we give out our operating margin targets.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Hawkins|answer
1581|4932|3.0| Okay, and guys, one more follow-up on the expenses.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John McDonald|question
1582|2064|4.0|So now only four months post the close of the acquisition of Oppenheimer made tremendous progress, bringing the two organizations together, and you can see by this quarter it's generating meaningful results already.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Marty Flanagan|presentation
1583|4219|2.0|We're in third quarter out of a 20-quarter plan.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Patrik Frisk|answer
1584|2461|3.0|Your line is open.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Operator|operator_instruction
1585|2820|3.0| Great, so let me start first with your question, Vivek, regarding gross margins.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Colette Kress|answer
1586|3384|3.0|Or is it just food or other things that are going on?|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Sara Senatore|question
1587|201|3.0|So right now the comps are producing, I would imagine it’s not doing much yet with that data.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Nicole Miller|question
1588|4082|4.0|From a brand and storytelling perspective, where seamless physical and digital connectivity is table stakes for our consumer engagement, we have been working diligently to better activate our assets to drive the highest returns.|UAA|Under Armour, Inc. (NYSE:UAA) Q3 2019 Results Earnings Conference Call November  4, 2019  8:30 AM ET|Kevin Plank|presentation
1589|5044|3.0|And perhaps most important, we're trying to determine whether we ought to make any changes at all with regard to the way that we've been conducting ourselves in that arena.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Allen Parker|answer
1590|1476|3.0|If and when we do something we'll have that discussion internally before we have it publicly.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Larry Culp|answer
1591|2984|3.0|And I think it’s just time will tell whether one programming approach could fit 7 different types of processors when no time in history has it ever happened.|NVDA|NVIDIA Corporation (NASDAQ:NVDA) Q2 2020 Earnings Conference Call August 15, 2019  5:30 PM ET|Jen-Hsun Huang|answer
1592|3468|3.0|So we up-leveled that December.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|John Culver|answer
1593|2027|3.0|So from a communication standpoint we’re certainly be clear about that and beyond that you’re right we don’t want to take much more about magnitude of that until February.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Dhivya Suryadevara|answer
1594|416|3.0| Thank you.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Andy Barish|question
1595|3202|5.0|New store development continues to be our number one driver of growth in China and I'm pleased to say that, our pace of development in Q4 set a new record as we opened 201 net new stores growing store count by 17% versus the prior year.|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
1596|5018|3.0| Hi, David.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|answer
1597|5002|3.0|You heard me mentioned that we're at about 40% refis right now in our own production, and our pipeline is this big coming out of the third quarter as it was going in.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|John Shrewsberry|answer
1598|1642|4.0|I have asked the GM team to find every offset, now that production has resumed and I'm confident they will find many opportunities.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Mary Barra|presentation
1599|2011|3.0| And then if we could talk about the without giving numbers like when we think about the reversal at some time in the first half.|GM|General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET|Chris McNally|question
1600|3901|3.0|And then more tweets around the Bitcoin topic will appear in your timeline and you can go to your DASH and unfollow that topic at any point.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Ned Segal|answer
1601|3710|2.0|Still painful, but no longer existential as it was in our past.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Jack Dorsey|presentation
1602|1520|3.0|A lot of this is going to depend on exactly how the reentry into service works.|GE|General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET|Jamie Miller|answer
1603|338|3.0|We’re trying to get as many end-caps with Chipotlanes as possible, that’s why we’ve been able to pretty quickly pivot so that we can have more than half of our portfolio.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Jack Hartung|answer
1604|260|3.0|David, I got your question.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
1605|3275|3.0|Operator?|SBUX|Starbucks Corporation (NASDAQ:SBUX) Q4 2019 Earnings Conference Call October 30, 2019  4:30 PM ET|Pat Grismer|presentation
1606|719|5.0|Congrats on a superb quarter.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Mark Murphy|question
1607|2227|2.0|And really there's just so much that's outside of our control in terms of the mix of products not to mention currency in markets.|IVZ|Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET|Loren Starr|answer
1608|568|4.0|IDC forecast global spending on digital transformation to reach $1.18 trillion in 2019, that's an increase of nearly 18% over last year, truly quite amazing.|CRM|Salesforce.com, inc. (NYSE:CRM) Q2 2020 Results Earnings Conference Call August 22, 2019  5:00 PM ET|Marc Benioff|presentation
1609|4993|2.0|And then just specifically like as we think about, you know, exiting fourth quarter at net interest income, you're obviously going to be caring or absorbing higher than normal bond premium amortization.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Matt O'Connor|question
1610|4911|3.0|We -- recall that we are in a flatter curve environment, and so the carry for holding treasuries is a hedge to the MSR.|WFC|Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET|Allen Parker|answer
1611|376|4.0|So I’m really excited about what the pipeline looks like and very delighted really about carne asada going through this whole process and then everybody executing with excellence.|CMG|Chipotle Mexican Grill, Inc. (NYSE:CMG) Q3 2019 Earnings Conference Call October 22, 2019  4:30 PM ET|Brian Niccol|answer
1612|3740|3.0| Thanks for taking the questions.|TWTR|Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET|Douglas Anmuth|question
